Vname,UpName,Vlong,Source,Uptime,UpID,VID,RelatedVs,newDayviews,Sales,Price,Commission,TotalLikes,TotalComments,Changerate,PLink
花瑶花繁花洋甘菊痘痘肌修护面膜干燥脆弱保湿滋润温和舒缓补水,小宇哥Yumiko,59,淘宝,2019-08-13 17:30:59,58804794930,6724581572835593483,0,0,0,119.90,0,8520,87,1.02%,https://s.click.taobao.com/t?e=m%3D2%26s%3DEiI87v3AUn5w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMWjiCLX2dMrc5x%2BIUlGKNpVPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMi5AouO7MT3stRnlxdP76OIwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RD0DZVhOqAdQ%2FrZ4kbe9i6fm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b5832d4_0c63_16ebf8e7659_478b&xId=ledpZP2FFOw5jhRfzzPpwa1nbRPhfMmkQ9kWb1wL1GOJBIJ1R4T29fwDLpqBVZQHW2FDkq4bSyDpQT73OA5qFc&union_lens=lensId:0b1b514a_0bc6_16ebf8e765b_44ae
谷雨绿豆泡泡面膜清洁面膜补水保湿控油收缩毛孔去黑头男女学生,神街探,59,淘宝,2019-09-06 11:26:27,62815797502,6733393671191940356,0,0,0,169.00,0,23589,708,3.00%,https://s.click.taobao.com/t?e=m%3D2%26s%3DQiVh6n%2FHDgdw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMRzGUNB0GzVHt4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM7DQMu%2BQ2ZteAr5F9izrTIQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MEZW0jih%2Byy48Tqd3JjN7F0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0bb698e5_7c64_16f787f679a_5b7b&xId=CV77zUEe3Xk61NssH2wki7kpsdkAUG4DLdybvwqnVdSqPsXNbgrOrO2bgMjSm069OMOQtdkkXDBBKXcjjpPCNx&union_lens=lensId:0b0f8444_1366_16f787f679c_bf93
保湿补水睡眠凝露,罗苹果（今天中午12点水星家纺专场）,39,淘宝,2019-08-22 15:07:41,63607922658,6727884411812990215,0,0,0,99.00,0,6999,164,2.34%,https://s.click.taobao.com/t?e=m%3D2%26s%3DNJxEl4jlyMZw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMcV3jLrohS4gJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMZcXB9PfX8Z5dTrhDV4Ymr4we6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RB0HXmocfl9W6Sk8FlmD3o6m%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b57b76f_0c71_16ebf875e83_0d4b&xId=HZ3NTpbukyZ5bVNCCWObUp9CRW2s5GojvVqxRqTFeexJBK5AMVaQpcLjyK0wyEs3qHd0Po2o8wyUs1EUgcVwnv&union_lens=lensId:0b0f5f4c_0c52_16ebf875e84_8687
小允姐姐卡秘隔离霜妆前乳合一保湿平价好用学生素颜女打底正品,小允姐姐,59,淘宝,2019-09-03 10:50:33,69657872755,6732271163344571655,0,0,0,54.00,0,28183,1309,4.64%,https://s.click.taobao.com/t?e=m%3D2%26s%3DuQ2nrjYD26Nw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMfeYi%2F1CON4e5x%2BIUlGKNpVPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMF2YqrCHw7bAFi1GeJ1iSt4we6%2FtGg2%2FR0g4t7YZScZYp6nCvtaIgPeQwEz9rPXcwTTGtPdxHTRpuShzkDg9djsjac5hWR3kr%2BY77haxVSyTYR16Frqer%2F9Sc7UuU%2FTfGdONMU3u%2BLCLQLbubdJb6N%2BNWJSUwNRzDvSsyC8NTFuqiZ%2BQMlGz6FQ%3D%3D&union_lens=lensId:0b01decb_0cc9_16ec0a2598f_0f0d&xId=M4Tje881Spq5O5uX2oJik2tNbKS0bTcrlvqWwo91dcGSkd5w7LnSmluJdcV4czjc0ZIele0kFXjf5xDGFl5aUq&union_lens=lensId:0b8348ee_0cf6_16ec0a25991_12ec
【厂家直营】依风高弹保湿定型，亮泽造型啫喱发胶,阔气?米老板,50,抖音小店,2019-03-11 17:41:25,97425439333,6666741081037671688,0,0,0,24.00,0,458341,2005,0.44%,https://haohuo.jinritemai.com/views/product/item2?id=3319232027647200825&origin_type=2002001000&origin_id=6666741081037671688_3319232026154115962&alkey=1128_99514375927_6666741081037671688_3319232026154115962_011
牧草人水疗素头发spa护理理发店专用补水柔顺改善毛躁护发素女,潮发型宝哥,45,抖音小店,2019-01-08 15:08:19,68003260889,6644019339626286343,0,0,0,78.00,0,4544,362,7.97%,https://haohuo.jinritemai.com/views/product/item2?id=3320198443187760074&origin_type=3002001000&origin_id=6644019339626286343_3320198443187760074&alkey=1128_99514375927_6644019339626286343_3320198443187760074_010
莎纳定型保湿啫喱膏金色塑型发泥发胶蔡徐坤同款发蜡男士女士,广州过小宝发型定制,21,抖音小店,2019-01-24 10:47:11,93374014761,6649773190811815181,0,0,0,118.00,0,982,38,3.87%,https://haohuo.jinritemai.com/views/product/item2?id=3322199575841890732&origin_type=2002001000&origin_id=6649773190811815181_3322199575816888016&alkey=1128_99514375927_6649773190811815181_3322199575816888016_011
新鲜进口海虾厄瓜多尔南美白对虾1盒顺丰包邮,繁星海鲜,15,抖音小店,2019-07-06 10:50:18,60179793690,6710149656241868040,0,0,0,148.00,0,170,22,12.94%,https://haohuo.jinritemai.com/views/product/item2?id=3329062072532219256&origin_type=3002001000&origin_id=6710149656241868040_3329062072532219256&alkey=1128_99514375927_6710149656241868040_3329062072532219256_010
网红推荐Angelooka天使卡露奶油霜高保湿身体乳150g,小奔奔很任性,16,抖音小店,2019-03-27 16:27:31,1129921634117821,6672617330524097803,0,0,0,59.00,0,61705,2220,3.60%,https://haohuo.jinritemai.com/views/product/item2?id=3331072855994695080&origin_type=2002001000&origin_id=6672617330524097803_3331072855852215318&alkey=1128_99514375927_6672617330524097803_3331072855852215318_011
泊泉雅随意造型发蜡发泥 强力持久蓬松造型 定型保湿,新北英奈斯沙龙,15,抖音小店,2019-05-07 21:04:04,72577130701,6688231863439412492,0,0,0,29.90,0,123,8,6.50%,https://haohuo.jinritemai.com/views/product/item2?id=3335187868430810331&origin_type=2002001000&origin_id=6688231863439412492_3335187868305111782&alkey=1128_99514375927_6688231863439412492_3335187868305111782_011
辣椒的美妆小铺小黄瓜芦荟面膜补水保湿舒缓 一盒,辣椒呀__,44,淘宝,2018-12-19 17:35:46,76206748508,6636635631134969096,0,-9,0,69.00,0,3109,88,2.83%,https://s.click.taobao.com/t?e=m%3D2%26s%3DvtHvj%2FmjPuBw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMWcOmKc4guJxlovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM0MbaItXj2LqbSo8JlkKJMwtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6PRVwgCdMi52B2Ut8vHR8xc0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57bdf2_0c96_16ec2af976c_404f&xId=jRBKPoqxLIOJPW1fc50ViJ1rKMsq7I0ctqkAWBP86w0yetQKuKiEGn1Zgj71kz8z6I1X5AubBBApIfrxbeQ5tS&union_lens=lensId:0b0fb9a0_0c99_16ec2af976e_94d5
萌小兮同款蘑菇头气垫SUNISA苏妮萨CC霜粉底保湿遮瑕BB霜快手同款,萌小兮美妆,13,淘宝,2019-02-03 09:14:29,94991826535,6653274666762882317,0,-9,0,168.00,0,592,14,2.36%,https://s.click.taobao.com/t?e=m%3D2%26s%3DZHGS61clobRw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMb43igUNWmll8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMN6o2hg7yanF96i3C0h4qCQtkyqhBb5%2B4HoaaUnJGJVNqGmoLahT%2BZzSJD1a7%2B8MkOntdN%2Ba6ykC0hpcevGLXPdhHXoWup6v%2F1JztS5T9N8Z040xTe74sItAtu5t0lvo341YlJTA1HMO9KzILw1MW6qJn5AyUbPoV&union_lens=lensId:0b57bdf1_0c61_16ec1e3f37a_0731&xId=ujxCC1MsSs5IynD3nAEjXVSIjxajMDZZs9yP92z6GlVWxLPvaZSI7B7MYzwFwmHItVsrRPGWcJ4S7SPLx4e8qY&union_lens=lensId:0b0b3631_0d10_16ec1e3f37c_acfd
艾米优优自用卫仕卵磷脂宠物美毛粉泰迪比熊护肤软磷脂海藻粉500g,黑玫瑰优优,28,淘宝,2019-05-17 11:45:13,72900688644,6691565321079246088,0,-9,0,125.00,0,9516,50,0.53%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dk6LE1Emm5jdw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMVKJuVFB8uFZRitN3%2FurF3xPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMvXHgJC12ljz%2BfxYvzdwqOAtkyqhBb5%2B4HoaaUnJGJVNqGmoLahT%2BZzSJD1a7%2B8MkhsXx6WgCaNr4HY5qTufc09hHXoWup6v%2F1JztS5T9N8Z040xTe74sItAtu5t0lvo341YlJTA1HMO9KzILw1MW6qJn5AyUbPoV&union_lens=lensId:0b1b15bd_0c8f_16ec1aae14d_dcc5&xId=mfzdtCPEX7YpeKuZBmmwMWql2rgzX6f0jHrRnOpnI20WN90506yEfpEmE0Tqcjc3eJ7odu01o3g4t8WzXtN6BA&union_lens=lensId:0bb048ad_0cae_16ec1aae14f_2cc8
琦琦美妆小铺同款艾薇格诗保湿隔离户外面部套装优惠,kuier0517,59,淘宝,2019-05-04 17:34:45,81665010485,6686794057223621899,0,-10,0,98.00,0,20229,1693,8.37%,https://s.click.taobao.com/t?e=m%3D2%26s%3DHGFSEksxeyRw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMf2UiXYHr3ZX8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMIWTdXyKdfEMvhuBuhcQ9wAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6NysQOvvpSXu%2Fg3b13M28%2By0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b0fc0d4_0d21_16ec1944da8_e301&xId=Fjv3LGiltWyrpl7jgPFoHTGfGDCaJ6zgz87KUQlCInrLzgEiBytKo1TaG9FPfsaeG8yGQTR4IIrRhqUagrPnk6&union_lens=lensId:0b0ffe7d_0cd8_16ec1944dab_159e
棉居一次性洗脸巾女柔巾卷纯棉洁面巾加厚加大珍珠纹擦脸巾卷筒式,康康优品,14,淘宝,2019-09-17 09:08:03,99490554637,6737439941090987272,0,-10,0,13.00,0,372,18,4.84%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dkb55f%2FDusoxw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMbQZ1odf0ahaxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM4GBn4Pt0pWTsiOZr1Ac5Es0Q9fK1X0AuhLjO8JFSuq5qGmoLahT%2BZz%2BFa8QW0pMbTc7jC1Dcr3S4%2FApvI96NZq9avT2pKptGNIWxsodneyEcTNWtqRPezzPihM1enhJMVFzNXDvVTOYkiM0JmU9fSqK5FrSzWxEyPXsNY%2FsDjpw%3D&union_lens=lensId:0b153bbd_0ca1_16ebf8bb5e8_c2a7&xId=2IGIUTrgVerPodhFMBHYle9Y1PYIvdIQT7TW68rhsuZCwAgtGOzjmfvqQszqV8cd96RNj4ZLkQIBLGe0pBm6vl&union_lens=lensId:0b0b0a7f_0d39_16ebf8bb5e8_bee4
小雪梨韩国Dr.Althea艾西儿医生紫苏健康水蚕丝面膜补水镇定保湿,小雪梨梨梨SherryJ,56,淘宝,2019-01-14 21:24:48,57433394141,6646342867356749069,0,-11,0,49.00,0,539,9,1.67%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dc4FpNqZVFjJw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMXYfycQK%2FxPV8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMdjep1ZBtLZEWdxWvc6R0IAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MVgj%2FIEdYfOR%2BNnDEJvUtC0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b00aee1_0c7d_16ec0ae355d_3dbb&xId=qnG0ohvFcsiyDqT3xEgf8Ke0QzeBQT1lK44dRxptE8XMhMlvo0pZeetEyOIkBGpYncuzVL5ZNBpXaav6UaSf16&union_lens=lensId:0b012096_0c74_16ec0ae355f_203a
玫莉蔻熬夜霜睡眠面膜女涂抹式免洗补水保湿夜间修护亮肤复活草,暴走的桃子,54,淘宝,2019-07-15 19:28:48,3540058561847484,6713750071298624776,0,-11,0,139.00,0,20607,84,0.41%,https://s.click.taobao.com/t?e=m%3D2%26s%3D7TkbqQOFXU5w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMQ%2FoIoW7%2F2pMt4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMj%2BCT7krMKZJpkETZLijaDQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6Ogn2ORvnBVxfDWGMSqEw1R0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57bdf1_0c61_16ec2bbb9c3_997b&xId=6IONKIyX6kfUInjcWk3U1hO2A4DmRWXIwQ9LOhYE3uejxHjUpwxo1kNCXEpZMpFn22L1jF5Gjg3BZvbL0HXF0Q&union_lens=lensId:0b08107f_0c8d_16ec2bbb9c6_9689
稚优泉蒲公英散粉持久遮瑕保湿定妆粉提亮肤色蜜粉修容防水控油,快妆办公室,26,天猫,2018-08-21 11:54:13,99512018892,6592017386180709636,0,-14,0,49.90,0,4593,51,1.11%,https://detail.tmall.com/item.htm?id=564918803673
补水仪纳米喷雾器便携式补水喷雾仪水补仪喷雾补水补水喷雾仪,种草师大明明,18,抖音小店,2019-07-24 19:28:14,4120611630878099,6717108312300637444,0,-16,0,39.00,0,14935,199,1.33%,https://haohuo.jinritemai.com/views/product/item2?id=3357401177494051095&origin_type=2002001000&origin_id=6717108312300637444_3357402175100975174&alkey=1128_99514375927_6717108312300637444_3357402175100975174_011
小桥驾到美国Peilly佩丽电动洁面仪洗脸刷清洁去闭口黑头清洁毛孔,小桥驾到,36,淘宝,2018-12-04 23:54:48,68462118073,6631166951295028487,0,-21,0,399.00,0,2972,94,3.16%,https://item.taobao.com/item.htm?id=575895103810
ZUZU玻尿酸原液HA正品收缩毛孔补水保湿面部肌底精华液女男士学生,初宝宝 勿忘初辛,16,淘宝,2019-06-17 21:44:28,68871943532,6703290208483298574,0,0,0,79.98,0,161,52,32.30%,https://item.taobao.com/item.htm?id=593738458629
zuzu海洋机能果冻喷雾补水保湿妆后定妆爽肤水护肤品套装正品,初宝宝 勿忘初辛,6,淘宝,2019-07-08 11:34:20,68871943532,6710904037765664003,0,0,0,79.98,0,321,22,6.85%,https://item.taobao.com/item.htm?id=594075691449
zuzucc棒旗舰店官网光感棒遮瑕女提亮肤色快手同款网红正品CC棒,初宝宝 勿忘初辛,58,淘宝,2019-06-07 13:41:53,68871943532,6699425281435864332,0,0,0,89.99,0,168,4,2.38%,https://item.taobao.com/item.htm?id=594077043839
zuzu懒人雪肌焕彩素颜霜遮瑕女提亮肤色保湿旗舰店官网正品学生女,初宝宝 勿忘初辛,11,淘宝,2019-06-23 23:19:17,68871943532,6705602638802668804,0,0,0,79.98,0,301,24,7.97%,https://item.taobao.com/item.htm?id=594078915477
FILORGA菲洛嘉粉颜光采Yogurt霜面霜 素颜秋冬补水保湿提亮乳霜,宋小雅,54,天猫,2019-08-27 17:31:31,97189319914,6729776900488629515,0,0,0,349.00,0,7469,84,1.12%,https://detail.tmall.hk/hk/item.htm?id=594190601612
zuzu悦肌清透遮瑕膏遮斑斑点明星同款网红小水泥女旗舰店官网,初宝宝 勿忘初辛,19,淘宝,2019-06-03 15:16:09,68871943532,6697924546554596621,0,0,0,78.00,0,219,35,15.98%,https://item.taobao.com/item.htm?id=594908509317
佳洁士3D精油美白牙膏椰子油去黄去牙渍口气清新美国进口官方正品,柒女神的牛大力,59,天猫,2019-07-26 18:13:46,96031960153,6717815743632772355,0,0,0,69.90,0,91117,1238,1.36%,https://detail.tmall.com/item.htm?id=595234984026
儒意面部补水保湿VC小安瓶,抖音严选好物,13,天猫,2019-06-28 10:00:01,98669743953,6707161109784169735,0,0,0,89.00,0,941,92,9.78%,https://detail.tmall.com/item.htm?id=595685486375
初瑞雪ZUZU蜗牛时光琉璃面膜提亮肌肤缓解紧致肌肤男女10片,初宝宝 勿忘初辛,19,淘宝,2019-06-09 18:40:33,68871943532,6700216012928732419,0,0,0,129.00,0,786,29,3.69%,https://item.taobao.com/item.htm?id=595749841155
OLAY超A瓶精华Prox淡化细纹抗皱精华液补水保湿a醇pro面部精华露,黑马小明,53,天猫,2019-08-10 17:59:26,62074817268,6723475646493756676,0,0,0,390.00,0,289227,1931,0.67%,https://detail.tmall.com/item.htm?id=596335364202
【张柏芝挚爱同款】麦吉丽小银管肌底精华保湿紧致改善细纹肌底液,吴优优YoYo,59,天猫,2019-08-16 18:03:05,107921557058,6725703098880380164,0,-1982,0,441.00,0,36011,127,0.35%,https://detail.tmall.com/item.htm?id=600936535957
御泥坊盈透黑面膜玻尿酸补水保湿清洁微乳面膜套装女正品改善粗糙,太平公主重金求发,46,淘宝,2019-08-30 17:28:05,62241304201,6730889270757707011,0,-1992,0,109.90,0,17616,1801,10.22%,https://s.click.taobao.com/t?e=m%3D2%26s%3DLACotsiU4CNw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSQWLfBeXhq5t4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMaCUL0hSCNep3F80%2Fjgg5gP1SarTXhIOTrhzfEh3ilxbYR16Frqer%2F9kYvQZuIwx3oGeIQL4Fi9GsmDZ873ETMo9P5tnoU9tfk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ4%2BVlMEqA3PwTyB4b8xwNKLSxg5p7bh%2BFbQ%3D&union_lens=lensId:0b0b275f_0bf1_16e1c3ac325_0d03&xId=rUmGq5lEQGE4LTcH0assaUnzzGDsnCoue13UEoBGiQU8P60GxDvPk0zntcbcjjBSTAA1cG6Q8fehNo0xb3YLz7&union_lens=lensId:0b1b469b_0d54_16e1c3ac328_adeb
AHC官方旗舰店B5玻尿酸水光面膜男女补水保湿舒缓韩国面膜正品5片,BTV养生堂,55,淘宝,2019-03-13 20:01:02,98674185726,6667831035885030660,0,-2044,0,149.00,0,27138,126,0.46%,https://s.click.taobao.com/t?e=m%3D2%26s%3DmkF5xdg8x09w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMfQ%2FRJOTVGZIxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM8zoitm%2Bgq3o6mq1L1UTyXQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6PIB03DgRiCfXGb8Y20E8m10y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57b76a_0d0f_170a3e0ab08_5181&xId=zjA3zh4y4YvCduwB6RZlqGMyxCav66M6nWeVmdjMJCO2zSDUpEUZwDearByvAM1IyP2VLbF93lAWyGXRixOYPK&union_lens=lensId:MAPI@1583297374@0b092657_0e5a_170a3e0ab0b_c321@01
贵妇膏旗舰店正品遮瑕面霜补水保湿懒人素颜霜女男士化妆品护肤品,等风的摩天轮,44,淘宝,2019-08-25 10:19:59,96287483305,6728923503828962564,0,-2124,0,38.00,0,669,4,0.60%,https://s.click.taobao.com/t?e=m%3D2%26s%3D1MzELm%2FZl4xw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMdYkBcQX89Xk5x%2BIUlGKNpVPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMsXmoZo2TYEmQC3o5GFocHAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MHPFU3V%2FPLEPYZ9nNhPoGl0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:TAPI@1588122615@0b588f42_0e69_171c37bff93_3c9d@01
松达婴儿护肤山茶油霜宝宝润肤霜婴儿面霜新生儿童滋润保湿乳脸霜,又妈爱说,59,天猫,2019-09-07 17:22:56,85539971651,6733856625251175694,0,-2157,0,98.00,0,783,160,20.43%,https://detail.tmall.com/item.htm?id=539023955845
微响 泉兮补水修复芦荟胶 保湿晒后修复滋养芦荟胶原液,xt18xt,34,抖音小店,2019-09-04 16:28:28,3944678122340444,6732729330838932744,0,-2172,0,39.80,0,101971,3774,3.70%,https://haohuo.jinritemai.com/views/product/item2?id=3362418866872550442&origin_type=2002001000&origin_id=6732729330838932744_3362428279629064055&alkey=1128_99514375927_6732729330838932744_3362428279629064055_011
珀莱雅烟酰胺精华液美白淡斑面部精华露补水提亮肤色发光小白瓶女,一枝南南,59,淘宝,2019-06-15 17:41:24,58905630236,6702441025895484675,0,-2447,0,159.00,0,6875,276,4.01%,https://s.click.taobao.com/t?e=m%3D2%26s%3D%2Fb9Qq8XcwlZw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMXhEsAIjdz3D1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMG%2B7e5sprLmN6kDRLZiOFlIwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RBWhyZMQEcLnBxIlnqJN%2FGam%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b57b76e_649a_16f7b11e111_8201&xId=65i47WSA4edEg97VmCbFy8uPaYjJx0J7nB1IsMlwEk1CVH5ALyTQuwcyn68sqmiRgByKwSLdffXOot8wsWgZLi&union_lens=lensId:0b0adf2c_e9f6_16f7b11e113_0e10
小桥驾到英国luckseason幸肤拾光诺丽果洁面乳洗面奶氨基酸敏感肌,小桥驾到,48,淘宝,2019-03-06 12:46:34,68462118073,6664844166389894413,0,-2528,0,79.00,0,48363,578,1.20%,https://s.click.taobao.com/t?e=m%3D2%26s%3DUAkuFYgwd1pw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMauMAddMr9nk1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM97HLSG6X6I9eIL2cm9xwPgtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6My88ymVSQYLXSI8LdWqukp0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b5832d4_0c63_16ec25e169e_e891&xId=WVw9lZJHfMMZC3WXFzM8CFp140xrEjUvig6AdVeP9hmyxGtF6EFajN2NrylRNH7kXVwKH1DkEpt9SGauxuSxhP&union_lens=lensId:0b1af702_0c72_16ec25e16a0_7337
海藻绿眼膜贴60片细纹改善黑眼圈眼袋紧致补水保湿淡化男女去,日常好物推荐,15,淘宝,2019-07-21 09:39:30,62410521982,6715710930870717709,0,-2592,0,19.90,0,278,3,1.08%,https://s.click.taobao.com/t?e=m%3D2%26s%3D326h8DR9SK9w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMQMTQhG4ggyDJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMfStdrVP1ccI7ryPPM2j56owe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RA%2FBkLUbYoG13DXOYJ1DIQAm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:TAPI@1588122700@0b013f40_0e5c_171c37d4bf6_06ef@01
尊蓝男士洁面慕斯泡泡沫专用洁面乳控油清洁毛孔保湿洗面奶套装,变帅秘诀,19,淘宝,2019-07-04 23:01:12,108690818366,6709754121962016008,0,-2771,0,54.98,0,148,2,1.35%,https://s.click.taobao.com/t?e=m%3D2%26s%3D3peg2Jot6YBw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMfc%2BS6pC55%2BWlovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM5CguDlmB6v%2FxqpWqIcFZqgtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MDaff33HjgjPnI%2FJppIzpp0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b0b6466_0c8c_16ebfdc52a9_966b&xId=10dX3lJlGFCpkaGAbJO13odZrV9bLxy8Je0CiYh0PwJwWgZegIKKEQUkvDYbPYDaioNsOrlMOWi5KqkPZJyudC&union_lens=lensId:0b0b217b_0d38_16ebfdc52ac_a8dd
